idx,u,i,f,ts
14019,687,757,1,1889654
14020,289,835,1,1889688
14021,835,289,1,1889811
14022,704,617,1,1889886
14023,311,321,1,1890032
14024,289,835,1,1890042
14025,687,815,1,1890045
14026,687,823,1,1890208
14027,835,289,1,1890231
14028,687,783,1,1890273
14029,289,835,1,1890327
14030,687,586,1,1890379
14031,687,832,1,1890446
14032,542,128,1,1890581
14033,439,540,1,1890608
14034,439,795,1,1890618
14035,439,795,1,1890630
14036,823,687,1,1890723
14037,783,687,1,1890729
14038,823,482,1,1890774
14039,651,765,1,1890793
14040,651,765,1,1890801
14041,809,281,1,1890852
14042,540,439,1,1890853
14043,128,542,1,1890860
14044,540,439,1,1890872
14045,809,340,1,1890899
14046,97,726,1,1891168
14047,809,823,1,1891189
14048,97,726,1,1891200
14049,513,263,1,1891363
14050,422,297,1,1891711
14051,422,297,1,1891740
14052,689,626,1,1892987
14053,308,823,1,1893491
14054,308,311,1,1893533
14055,781,642,1,1893545
14056,781,642,1,1893615
14057,308,849,1,1893635
14058,781,642,1,1893733
14059,72,701,1,1894135
14060,468,830,1,1894785
14061,263,513,1,1896092
14062,236,617,1,1898006
14063,244,586,1,1900896
14064,244,415,1,1901025
14065,536,250,1,1901187
14066,244,808,1,1901464
14067,41,817,1,1902041
14068,214,839,1,1902623
14069,214,815,1,1902768
14070,836,194,1,1905008
14071,798,513,1,1908666
14072,626,400,1,1908732
14073,29,850,1,1908775
14074,626,590,1,1908820
14075,514,835,1,1908984
14076,482,823,1,1909353
14077,638,646,1,1909364
14078,638,269,1,1909382
14079,638,95,1,1909399
14080,626,689,1,1909404
14081,9,282,1,1909595
14082,63,801,1,1910231
14083,63,95,1,1910255
14084,831,498,1,1911917
14085,679,841,1,1911973
14086,337,605,1,1912023
14087,679,308,1,1912080
14088,851,162,1,1912150
14089,851,679,1,1912196
14090,632,654,1,1912303
14091,632,272,1,1912340
14092,851,679,1,1912340
14093,851,852,1,1912502
14094,851,679,1,1912541
14095,851,679,1,1912657
14096,120,75,1,1912894
14097,509,364,1,1912898
14098,542,729,1,1912911
14099,638,68,1,1913007
14100,621,372,1,1913018
14101,621,542,1,1913101
14102,638,753,1,1913109
14103,509,306,1,1913170
14104,851,679,1,1913179
14105,199,823,1,1913261
14106,800,766,1,1914471
14107,513,263,1,1914620
14108,513,798,1,1914650
14109,831,540,1,1914796
14110,823,308,1,1915152
14111,823,482,1,1915170
14112,181,495,1,1915179
14113,547,63,1,1915537
14114,547,154,1,1915624
14115,431,52,1,1915858
14116,316,327,1,1915872
14117,316,355,1,1915901
14118,617,704,1,1916003
14119,617,236,1,1916137
14120,355,316,1,1916492
14121,586,504,1,1916628
14122,586,687,1,1916672
14123,586,244,1,1916778
14124,801,63,1,1917023
14125,708,557,1,1917055
14126,132,449,1,1917112
14127,194,375,1,1917224
14128,194,355,1,1917276
14129,194,203,1,1917322
14130,194,755,1,1917344
14131,431,343,1,1917419
14132,204,830,1,1917500
14133,711,644,1,1917541
14134,204,181,1,1917569
14135,204,198,1,1917667
14136,244,586,1,1917693
14137,431,343,1,1918012
14138,830,468,1,1918348
14139,508,372,1,1918379
14140,830,339,1,1918443
14141,830,765,1,1918533
14142,431,343,1,1918655
14143,204,830,1,1918718
14144,704,605,1,1918790
14145,204,181,1,1918826
14146,204,830,1,1918849
14147,317,605,1,1918965
14148,204,830,1,1919035
14149,830,502,1,1919109
14150,617,681,1,1919155
14151,308,273,1,1919264
14152,617,704,1,1919345
14153,495,498,1,1919478
14154,495,181,1,1919495
14155,704,617,1,1919587
14156,617,704,1,1919835
14157,431,727,1,1919862
14158,708,719,1,1919959
14159,337,771,1,1919982
14160,349,511,1,1920070
14161,719,708,1,1920232
14162,708,719,1,1920370
14163,617,704,1,1920483
14164,835,514,1,1920625
14165,431,617,1,1920711
14166,853,838,1,1920714
14167,44,400,1,1920899
14168,719,708,1,1920936
14169,617,681,1,1920957
14170,431,617,1,1921004
14171,204,830,1,1921110
14172,511,349,1,1921248
14173,63,547,1,1921258
14174,343,688,1,1921267
14175,63,801,1,1921278
14176,713,842,1,1921303
14177,713,95,1,1921329
14178,713,48,1,1921392
14179,635,442,1,1921401
14180,337,777,1,1921430
14181,792,679,1,1921449
14182,617,462,1,1921504
14183,713,603,1,1921513
14184,708,719,1,1921562
14185,713,644,1,1921638
14186,439,540,1,1921671
14187,713,586,1,1921728
14188,713,363,1,1921807
14189,547,63,1,1921807
14190,794,449,1,1921815
14191,794,449,1,1921837
14192,617,596,1,1922053
14193,431,617,1,1922100
14194,372,831,1,1922293
14195,36,828,1,1922535
14196,617,514,1,1922616
14197,617,161,1,1922687
14198,766,283,1,1922703
14199,766,283,1,1922720
14200,766,41,1,1922750
14201,605,681,1,1922843
14202,617,308,1,1922843
14203,547,63,1,1922846
14204,605,73,1,1922866
14205,605,337,1,1922904
14206,605,704,1,1922920
14207,770,617,1,1922921
14208,617,854,1,1922924
14209,30,644,1,1922925
14210,605,317,1,1922944
14211,771,337,1,1923701
14212,67,843,1,1923765
14213,34,313,1,1923947
14214,272,632,1,1923960
14215,34,843,1,1924056
14216,34,843,1,1924073
14217,34,351,1,1924125
14218,9,142,1,1924159
14219,19,114,1,1924161
14220,704,617,1,1924433
14221,809,325,1,1924488
14222,53,847,1,1924533
14223,704,605,1,1924541
14224,843,34,1,1924652
14225,687,783,1,1924677
14226,34,843,1,1924746
14227,53,855,1,1924755
14228,715,128,1,1924917
14229,856,626,1,1925019
14230,72,857,1,1925133
14231,626,856,1,1925157
14232,704,852,1,1925196
14233,704,848,1,1925223
14234,34,538,1,1925267
14235,586,244,1,1925269
14236,448,375,1,1925270
14237,704,839,1,1925287
14238,831,372,1,1925558
14239,473,771,1,1925582
14240,858,701,1,1925595
14241,843,34,1,1925632
14242,72,704,1,1925632
14243,704,72,1,1925672
14244,704,72,1,1925808
14245,72,337,1,1925812
14246,514,835,1,1925852
14247,34,843,1,1926002
14248,514,617,1,1926005
14249,843,34,1,1926123
14250,617,704,1,1926156
14251,605,704,1,1926187
14252,617,26,1,1926309
14253,800,766,1,1926314
14254,824,823,1,1926351
14255,474,124,1,1926374
14256,824,816,1,1926407
14257,469,463,1,1926412
14258,617,514,1,1926524
14259,741,474,1,1926540
14260,474,741,1,1926678
14261,617,704,1,1926813
14262,302,823,1,1926848
14263,617,161,1,1926921
14264,785,793,1,1926925
14265,161,617,1,1927003
14266,26,823,1,1927081
14267,826,32,1,1927210
14268,617,161,1,1927236
14269,823,26,1,1927277
14270,161,617,1,1927302
14271,617,124,1,1927320
14272,826,372,1,1927355
14273,256,514,1,1927359
14274,617,161,1,1927375
14275,830,389,1,1927551
14276,617,728,1,1927558
14277,765,372,1,1927560
14278,765,372,1,1927573
14279,617,161,1,1927576
14280,765,372,1,1927641
14281,765,651,1,1927679
14282,765,651,1,1927715
14283,659,644,1,1927760
14284,765,830,1,1927760
14285,800,766,1,1927897
14286,830,765,1,1927911
14287,47,567,1,1927963
14288,448,823,1,1927976
14289,47,814,1,1928218
14290,765,830,1,1928285
14291,830,765,1,1928356
14292,814,47,1,1928401
14293,349,511,1,1928524
14294,263,513,1,1928525
14295,847,101,1,1928664
14296,765,830,1,1928758
14297,47,814,1,1928881
14298,830,765,1,1929107
14299,814,47,1,1929147
14300,640,543,1,1929152
14301,514,256,1,1929160
14302,847,194,1,1929257
14303,154,547,1,1929283
14304,834,708,1,1929378
14305,47,814,1,1929476
14306,391,73,1,1929565
14307,53,785,1,1929578
14308,687,785,1,1929631
14309,687,843,1,1929704
14310,547,154,1,1929708
14311,687,252,1,1929722
14312,296,781,1,1929797
14313,296,375,1,1929886
14314,391,555,1,1929901
14315,391,609,1,1929926
14316,391,422,1,1929939
14317,561,514,1,1929941
14318,296,355,1,1929959
14319,391,289,1,1929973
14320,391,372,1,1929982
14321,391,103,1,1929990
14322,391,309,1,1930002
14323,391,325,1,1930008
14324,391,289,1,1930040
14325,220,654,1,1930125
14326,220,646,1,1930302
14327,704,617,1,1930349
14328,296,835,1,1930380
14329,296,835,1,1930387
14330,704,605,1,1930392
14331,389,644,1,1930392
14332,389,640,1,1930425
14333,389,830,1,1930459
14334,638,642,1,1930791
14335,609,391,1,1930968
14336,392,475,1,1931517
14337,372,831,1,1931609
14338,372,831,1,1931660
14339,681,605,1,1931742
14340,835,296,1,1931775
14341,372,765,1,1931783
14342,372,765,1,1931796
14343,638,637,1,1931903
14344,835,590,1,1931911
14345,372,391,1,1931976
14346,785,687,1,1932001
14347,555,391,1,1932018
14348,834,592,1,1932046
14349,282,9,1,1932057
14350,765,830,1,1932110
14351,785,786,1,1932119
14352,765,372,1,1932155
14353,859,704,1,1932278
14354,372,765,1,1932304
14355,41,766,1,1932379
14356,859,644,1,1932402
14357,74,860,1,1932451
14358,372,765,1,1932578
14359,74,840,1,1932609
14360,765,372,1,1932634
14361,765,372,1,1932647
14362,74,389,1,1932955
14363,859,679,1,1933062
14364,34,313,1,1933083
14365,34,313,1,1933116
14366,431,323,1,1933121
14367,861,72,1,1933124
14368,859,32,1,1933213
14369,835,861,1,1933228
14370,74,449,1,1933383
14371,859,34,1,1933396
14372,859,357,1,1933453
14373,830,765,1,1933577
14374,861,249,1,1933685
14375,861,752,1,1933707
14376,830,389,1,1933713
14377,861,752,1,1933728
14378,859,357,1,1933785
14379,325,391,1,1933868
14380,646,220,1,1933869
14381,859,357,1,1933999
14382,859,357,1,1934152
14383,590,835,1,1934217
14384,590,835,1,1934274
14385,581,249,1,1934284
14386,766,41,1,1934333
14387,835,590,1,1934654
14388,580,418,1,1934916
14389,214,862,1,1934961
14390,708,834,1,1935489
14391,834,708,1,1935730
14392,770,708,1,1935851
14393,341,697,1,1936196
14394,289,391,1,1936347
14395,341,863,1,1936366
14396,481,252,1,1936433
14397,404,679,1,1936469
14398,679,404,1,1936613
14399,770,784,1,1936631
14400,679,580,1,1936640
14401,313,34,1,1936702
14402,72,861,1,1936726
14403,72,704,1,1936757
14404,681,626,1,1936758
14405,481,252,1,1936767
14406,793,785,1,1936880
14407,34,313,1,1936956
14408,793,863,1,1937047
14409,617,704,1,1937117
14410,599,41,1,1937152
14411,9,683,1,1937304
14412,431,617,1,1937310
14413,540,831,1,1937468
14414,540,439,1,1937561
14415,372,765,1,1937611
14416,431,617,1,1937763
14417,626,681,1,1937815
14418,704,617,1,1937890
14419,431,617,1,1938015
14420,617,704,1,1938085
14421,704,617,1,1938186
14422,826,372,1,1938264
14423,489,372,1,1938312
14424,704,822,1,1938386
14425,617,704,1,1938390
14426,401,639,1,1938460
14427,431,52,1,1938482
14428,704,617,1,1938512
14429,617,704,1,1938703
14430,448,244,1,1938720
14431,704,617,1,1938783
14432,32,283,1,1938808
14433,32,626,1,1938840
14434,32,52,1,1938864
14435,32,632,1,1938901
14436,32,640,1,1938933
14437,770,32,1,1938999
14438,32,155,1,1939017
14439,687,598,1,1939027
14440,640,32,1,1939071
14441,32,640,1,1939100
14442,41,766,1,1939134
14443,252,687,1,1939135
14444,252,481,1,1939143
14445,32,68,1,1939145
14446,640,32,1,1939154
14447,32,704,1,1939155
14448,626,32,1,1939158
14449,32,640,1,1939200
14450,770,32,1,1939213
14451,32,626,1,1939248
14452,551,32,1,1939308
14453,770,798,1,1939349
14454,599,32,1,1939411
14455,599,41,1,1939426
14456,372,489,1,1939427
14457,859,32,1,1939491
14458,626,32,1,1939619
14459,770,654,1,1939649
14460,859,679,1,1939682
14461,532,364,1,1939801
14462,859,308,1,1939858
14463,859,687,1,1939869
14464,859,325,1,1939883
14465,513,263,1,1939903
14466,859,32,1,1939909
14467,551,224,1,1940014
14468,599,32,1,1940300
14469,770,32,1,1940578
14470,542,352,1,1940622
14471,53,785,1,1940649
14472,53,542,1,1940759
14473,697,341,1,1941389
14474,770,853,1,1941519
14475,708,834,1,1941713
14476,220,646,1,1941760
14477,770,708,1,1941874
14478,36,110,1,1942037
14479,475,392,1,1942141
14480,697,637,1,1942317
14481,437,625,1,1942388
14482,605,350,1,1942444
14483,495,864,1,1942538
14484,74,617,1,1942611
14485,53,542,1,1942641
14486,492,708,1,1942681
14487,12,391,1,1943076
14488,697,289,1,1943126
14489,439,212,1,1943188
14490,12,527,1,1943214
14491,12,343,1,1943305
14492,12,175,1,1943334
14493,12,140,1,1943505
14494,12,681,1,1943555
14495,12,823,1,1943588
14496,12,439,1,1943629
14497,9,683,1,1943639
14498,12,823,1,1943647
14499,73,605,1,1943691
14500,12,823,1,1943701
14501,12,823,1,1943782
14502,242,823,1,1943820
14503,823,242,1,1943851
14504,12,823,1,1943859
14505,9,391,1,1943859
14506,9,753,1,1943945
14507,12,8,1,1943989
14508,32,60,1,1943990
14509,823,242,1,1944006
14510,12,823,1,1944124
14511,12,823,1,1944278
14512,212,48,1,1944368
14513,44,770,1,1944375
14514,19,525,1,1944380
14515,770,708,1,1944580
14516,617,74,1,1944664
14517,865,514,1,1944727
14518,770,617,1,1944842
14519,9,617,1,1944891
14520,830,297,1,1944900
14521,9,835,1,1945045
14522,583,308,1,1945072
14523,9,56,1,1945109
14524,334,687,1,1945133
14525,53,542,1,1945201
14526,73,74,1,1945498
14527,605,73,1,1945524
14528,605,704,1,1945569
14529,605,60,1,1945631
14530,605,272,1,1945723
14531,73,605,1,1945837
14532,404,679,1,1945872
14533,605,73,1,1945885
14534,704,605,1,1946055
14535,73,605,1,1946107
14536,765,830,1,1946205
14537,303,835,1,1946214
14538,765,372,1,1946251
14539,9,617,1,1946262
14540,9,617,1,1946275
14541,74,73,1,1946400
14542,830,765,1,1946402
14543,704,605,1,1946489
14544,595,660,1,1946612
14545,765,830,1,1946718
14546,372,536,1,1946760
14547,536,372,1,1946781
14548,830,765,1,1946927
14549,498,823,1,1947028
14550,372,536,1,1947037
14551,765,830,1,1947064
14552,536,372,1,1947155
14553,765,425,1,1947210
14554,372,536,1,1947279
14555,551,587,1,1947289
14556,431,617,1,1947323
14557,686,498,1,1947346
14558,823,498,1,1947731
14559,866,834,1,1947766
14560,439,131,1,1947841
14561,551,676,1,1947912
14562,728,617,1,1947931
14563,725,728,1,1948075
14564,431,323,1,1948137
14565,721,867,1,1948165
14566,721,388,1,1948232
14567,481,687,1,1948314
14568,431,323,1,1948449
14569,323,88,1,1948500
14570,536,372,1,1948500
14571,687,481,1,1948568
14572,687,194,1,1948645
14573,431,323,1,1948657
14574,323,161,1,1948669
14575,194,687,1,1948707
14576,481,687,1,1948746
14577,161,323,1,1948837
14578,431,323,1,1948847
14579,191,765,1,1948866
14580,323,161,1,1949061
14581,498,823,1,1949098
14582,830,765,1,1949155
14583,323,68,1,1949201
14584,431,323,1,1949283
14585,388,721,1,1949353
14586,128,715,1,1949569
14587,431,323,1,1949577
14588,431,323,1,1949745
14589,823,498,1,1949749
14590,765,191,1,1949851
14591,765,830,1,1949892
14592,536,765,1,1949958
14593,214,868,1,1949959
14594,334,823,1,1950001
14595,704,841,1,1950022
14596,389,74,1,1950075
14597,765,536,1,1950080
14598,12,175,1,1950084
14599,536,765,1,1950095
14600,389,830,1,1950113
14601,12,823,1,1950139
14602,830,765,1,1950187
14603,830,389,1,1950288
14604,103,868,1,1950314
14605,12,711,1,1950536
14606,830,840,1,1950617
14607,431,323,1,1950696
14608,350,605,1,1950868
14609,632,32,1,1951024
14610,834,866,1,1951031
14611,403,769,1,1951062
14612,176,823,1,1951161
14613,625,437,1,1951168
14614,793,776,1,1951262
14615,793,776,1,1951297
14616,212,439,1,1951690
14617,212,678,1,1951715
14618,191,765,1,1951720
14619,212,305,1,1951774
14620,175,640,1,1951811
14621,437,625,1,1951856
14622,212,765,1,1951876
14623,431,323,1,1951918
14624,770,437,1,1952051
14625,313,34,1,1952201
14626,765,191,1,1952416
14627,869,823,1,1952490
14628,765,212,1,1952533
14629,431,323,1,1952575
14630,704,605,1,1952656
14631,765,568,1,1952718
14632,765,226,1,1952776
14633,625,437,1,1952782
14634,191,765,1,1952867
14635,792,679,1,1952897
14636,552,765,1,1953189
14637,765,191,1,1953268
14638,400,626,1,1953445
14639,765,536,1,1953502
14640,400,323,1,1953533
14641,400,323,1,1953540
14642,400,683,1,1953665
14643,400,783,1,1953770
14644,765,407,1,1953838
14645,765,126,1,1953896
14646,191,765,1,1953921
14647,400,504,1,1953947
14648,147,191,1,1954027
14649,323,400,1,1954168
14650,32,632,1,1954516
14651,389,830,1,1954540
14652,776,793,1,1954636
14653,776,401,1,1954681
14654,350,481,1,1954915
14655,830,389,1,1955041
14656,67,323,1,1955241
14657,67,862,1,1955292
14658,615,765,1,1955318
14659,713,350,1,1955384
14660,644,659,1,1955409
14661,713,462,1,1955457
14662,713,372,1,1955477
14663,757,687,1,1955568
14664,19,114,1,1955600
14665,713,704,1,1955632
14666,713,103,1,1955690
14667,713,321,1,1955711
14668,713,41,1,1955761
14669,713,252,1,1955780
14670,713,242,1,1955899
14671,713,400,1,1956039
14672,266,617,1,1956082
14673,713,283,1,1956121
14674,379,74,1,1956168
14675,713,325,1,1956220
14676,713,716,1,1956263
14677,713,67,1,1956330
14678,713,48,1,1956531
14679,765,615,1,1956553
14680,700,68,1,1956553
14681,713,102,1,1956561
14682,68,323,1,1956563
14683,226,765,1,1956579
14684,700,555,1,1956580
14685,700,68,1,1956648
14686,713,479,1,1956689
14687,713,359,1,1956717
14688,713,209,1,1956794
14689,713,714,1,1956933
14690,297,830,1,1956978
14691,770,379,1,1957010
14692,713,714,1,1957012
14693,638,870,1,1957012
14694,9,683,1,1957047
14695,9,711,1,1957082
14696,770,97,1,1957091
14697,9,212,1,1957100
14698,12,527,1,1957104
14699,12,757,1,1957133
14700,713,462,1,1957141
14701,711,9,1,1957196
14702,12,711,1,1957203
14703,713,727,1,1957252
14704,713,103,1,1957335
14705,319,338,1,1957397
14706,12,711,1,1957401
14707,594,765,1,1957452
14708,713,199,1,1957460
14709,131,439,1,1957570
14710,713,124,1,1957607
14711,9,626,1,1957640
14712,713,624,1,1957675
14713,9,313,1,1957706
14714,713,482,1,1957715
14715,713,847,1,1957794
14716,12,711,1,1957808
14717,9,72,1,1957833
14718,713,651,1,1957840
14719,713,738,1,1957882
14720,12,711,1,1957955
14721,713,363,1,1957965
14722,713,586,1,1958032
14723,9,862,1,1958064
14724,830,297,1,1958120
14725,711,339,1,1958191
14726,9,282,1,1958196
14727,9,72,1,1958205
14728,12,711,1,1958297
14729,713,41,1,1958319
14730,12,711,1,1958330
14731,713,252,1,1958357
14732,250,536,1,1958366
14733,327,765,1,1958380
14734,713,704,1,1958445
14735,12,711,1,1958487
14736,713,770,1,1958492
14737,536,250,1,1958499
14738,713,41,1,1958558
14739,12,711,1,1958635
14740,683,48,1,1958655
14741,12,711,1,1958658
14742,484,770,1,1958793
14743,870,638,1,1958939
14744,770,502,1,1958977
14745,770,396,1,1959049
14746,857,72,1,1959105
14747,12,711,1,1959384
14748,9,683,1,1959494
14749,469,806,1,1959534
14750,41,495,1,1959592
14751,220,654,1,1959605
14752,41,389,1,1959692
14753,469,598,1,1959789
14754,44,770,1,1959830
14755,422,391,1,1959863
14756,12,711,1,1959905
14757,72,857,1,1960003
14758,713,41,1,1960110
14759,626,400,1,1960110
14760,713,41,1,1960139
14761,83,835,1,1960144
14762,713,363,1,1960168
14763,342,544,1,1960187
14764,713,9,1,1960223
14765,792,841,1,1960294
14766,12,711,1,1960381
14767,220,654,1,1960427
14768,342,598,1,1960528
14769,323,67,1,1960539
14770,323,68,1,1960560
14771,871,97,1,1960622
14772,686,498,1,1960637
14773,866,834,1,1960657
14774,770,323,1,1960736
14775,753,638,1,1960766
14776,189,712,1,1960805
14777,339,711,1,1961124
14778,189,712,1,1961367
14779,711,339,1,1961438
14780,339,711,1,1961595
14781,220,654,1,1961687
14782,719,862,1,1961895
14783,719,862,1,1961916
14784,733,626,1,1962076
14785,12,711,1,1962289
14786,12,569,1,1962475
14787,12,711,1,1962857
14788,38,313,1,1962907
14789,719,712,1,1962944
14790,753,712,1,1962959
14791,733,502,1,1962992
14792,871,502,1,1963054
14793,733,475,1,1963184
14794,733,753,1,1963198
14795,475,502,1,1963201
14796,38,475,1,1963274
14797,516,617,1,1963281
14798,733,475,1,1963344
14799,770,454,1,1963351
14800,733,753,1,1963362
14801,38,313,1,1963468
14802,770,475,1,1963543
14803,38,313,1,1963597
14804,350,481,1,1963716
14805,475,770,1,1963812
14806,38,313,1,1963890
14807,350,872,1,1963976
14808,294,830,1,1963979
14809,350,872,1,1963983
14810,733,313,1,1963985
14811,350,872,1,1963989
14812,819,829,1,1964025
14813,350,626,1,1964027
14814,38,313,1,1964067
14815,873,770,1,1964083
14816,733,313,1,1964083
14817,38,313,1,1964209
14818,38,313,1,1964234
14819,601,103,1,1964265
14820,12,569,1,1964267
14821,601,51,1,1964273
14822,41,502,1,1964277
14823,733,313,1,1964279
14824,874,875,1,1964316
14825,103,601,1,1964367
14826,857,72,1,1964420
14827,733,313,1,1964482
14828,770,617,1,1964514
14829,12,569,1,1964530
14830,733,313,1,1964539
14831,475,392,1,1964564
14832,131,874,1,1964580
14833,679,841,1,1964584
14834,12,617,1,1964640
14835,36,770,1,1964655
14836,38,313,1,1964660
14837,12,569,1,1964708
14838,68,323,1,1964732
14839,321,713,1,1964739
14840,617,596,1,1964769
14841,605,704,1,1964773
14842,777,843,1,1964779
14843,103,713,1,1964786
14844,38,313,1,1964814
14845,12,605,1,1964897
14846,777,316,1,1964941
14847,733,313,1,1965009
14848,103,713,1,1965009
14849,12,605,1,1965009
14850,876,757,1,1965064
14851,68,323,1,1965071
14852,250,536,1,1965093
14853,733,313,1,1965102
14854,38,313,1,1965138
14855,605,103,1,1965159
14856,12,605,1,1965221
14857,103,605,1,1965276
14858,19,525,1,1965295
14859,733,313,1,1965327
14860,605,103,1,1965346
14861,733,313,1,1965387
14862,12,711,1,1965393
14863,733,313,1,1965413
14864,12,757,1,1965418
14865,19,525,1,1965518
14866,12,757,1,1965557
14867,12,569,1,1965594
14868,103,605,1,1965638
14869,842,713,1,1965649
14870,350,626,1,1965652
14871,605,103,1,1965709
14872,770,605,1,1965727
14873,350,860,1,1965768
14874,617,403,1,1965769
14875,605,770,1,1965776
14876,12,569,1,1965790
14877,770,605,1,1965813
14878,36,770,1,1965822
14879,224,771,1,1965832
14880,41,610,1,1965835
14881,103,605,1,1965836
14882,605,770,1,1965873
14883,624,8,1,1965873
14884,770,605,1,1965914
14885,605,103,1,1965938
14886,701,858,1,1965964
14887,12,569,1,1965967
14888,624,697,1,1966000
14889,605,770,1,1966014
14890,103,605,1,1966040
14891,617,103,1,1966089
14892,254,701,1,1966098
14893,770,605,1,1966121
14894,103,617,1,1966139
14895,830,877,1,1966148
14896,36,770,1,1966149
14897,605,770,1,1966165
14898,36,19,1,1966186
14899,617,103,1,1966191
14900,733,313,1,1966276
14901,254,605,1,1966292
14902,254,605,1,1966353
14903,19,654,1,1966447
14904,834,866,1,1966481
14905,254,605,1,1966490
14906,679,865,1,1966619
14907,254,874,1,1966634
14908,254,605,1,1966682
14909,638,753,1,1966685
14910,638,870,1,1966705
14911,878,482,1,1966716
14912,679,701,1,1966723
14913,36,250,1,1966779
14914,38,313,1,1966788
14915,254,605,1,1966795
14916,733,313,1,1966816
14917,830,598,1,1966816
14918,254,654,1,1966862
14919,254,605,1,1966878
14920,254,605,1,1966919
14921,638,323,1,1966923
14922,36,879,1,1966940
14923,313,38,1,1966951
14924,830,638,1,1967007
14925,254,605,1,1967025
14926,36,597,1,1967028
14927,638,830,1,1967031
14928,38,313,1,1967034
14929,36,250,1,1967051
14930,539,605,1,1967094
14931,313,38,1,1967095
14932,733,313,1,1967136
14933,873,343,1,1967146
14934,19,109,1,1967147
14935,716,713,1,1967149
14936,254,605,1,1967181
14937,638,254,1,1967240
14938,38,313,1,1967247
14939,539,605,1,1967256
14940,733,313,1,1967286
14941,605,254,1,1967321
14942,596,254,1,1967337
14943,254,605,1,1967352
14944,350,626,1,1967409
14945,873,711,1,1967445
14946,63,547,1,1967462
14947,254,396,1,1967469
14948,605,254,1,1967471
14949,63,547,1,1967477
14950,313,38,1,1967484
14951,350,626,1,1967506
14952,254,605,1,1967507
14953,638,254,1,1967526
14954,638,830,1,1967556
14955,38,313,1,1967561
14956,873,128,1,1967616
14957,638,29,1,1967621
14958,605,254,1,1967640
14959,686,770,1,1967653
14960,254,605,1,1967676
14961,766,41,1,1967681
14962,640,175,1,1967698
14963,605,254,1,1967718
14964,254,605,1,1967742
14965,596,254,1,1967747
14966,638,766,1,1967751
14967,733,313,1,1967755
14968,254,596,1,1967763
14969,638,830,1,1967766
14970,638,254,1,1967785
14971,605,254,1,1967788
14972,733,52,1,1967800
14973,254,605,1,1967845
14974,765,594,1,1967874
14975,555,482,1,1967882
14976,605,254,1,1967926
14977,596,254,1,1967964
14978,254,605,1,1968035
14979,765,370,1,1968075
14980,830,880,1,1968076
14981,605,254,1,1968077
14982,640,389,1,1968079
14983,617,350,1,1968099
14984,38,313,1,1968134
14985,711,873,1,1968145
14986,605,254,1,1968158
14987,617,770,1,1968173
14988,605,881,1,1968188
14989,41,766,1,1968242
14990,617,640,1,1968245
14991,765,882,1,1968261
14992,605,830,1,1968266
14993,882,765,1,1968272
14994,617,770,1,1968284
14995,830,605,1,1968303
14996,617,640,1,1968306
14997,640,617,1,1968344
14998,41,863,1,1968426
14999,313,38,1,1968464
15000,770,538,1,1968468
15001,882,594,1,1968481
15002,881,605,1,1968516
15003,38,313,1,1968532
15004,313,38,1,1968551
15005,733,313,1,1968575
15006,313,38,1,1968586
15007,38,313,1,1968636
15008,254,605,1,1968643
15009,254,596,1,1968661
15010,38,313,1,1968693
15011,882,536,1,1968711
15012,617,640,1,1968712
15013,687,194,1,1968723
15014,250,41,1,1968725
15015,830,297,1,1968747
15016,41,250,1,1968751
15017,605,830,1,1968764
15018,605,881,1,1968799
15019,297,830,1,1968800
15020,617,770,1,1968804
15021,605,254,1,1968828
15022,431,617,1,1968835
15023,883,882,1,1968835
15024,596,254,1,1968842
15025,250,41,1,1968864
15026,770,617,1,1968864
15027,830,297,1,1968935
15028,617,770,1,1968941
15029,297,830,1,1968969
15030,830,605,1,1968974
15031,830,297,1,1968990
15032,297,830,1,1969034
15033,41,250,1,1969034
15034,830,297,1,1969059
15035,605,830,1,1969070
15036,881,605,1,1969130
15037,830,605,1,1969140
15038,605,881,1,1969242
15039,605,830,1,1969298
15040,175,640,1,1969331
15041,881,605,1,1969362
15042,830,605,1,1969363
15043,605,73,1,1969389
15044,605,881,1,1969424
15045,640,617,1,1969494
15046,605,830,1,1969511
15047,640,175,1,1969513
15048,884,297,1,1969572
15049,830,605,1,1969594
15050,605,830,1,1969670
15051,297,884,1,1969676
15052,830,605,1,1969755
15053,242,713,1,1969769
15054,884,297,1,1969792
15055,605,830,1,1969826
15056,830,605,1,1969860
15057,881,605,1,1969916
15058,431,323,1,1969922
15059,175,640,1,1970009
15060,605,830,1,1970036
15061,605,881,1,1970101
15062,189,712,1,1970107
15063,640,175,1,1970113
15064,242,823,1,1970134
15065,830,605,1,1970150
15066,454,770,1,1970227
15067,640,389,1,1970261
15068,316,777,1,1970278
15069,617,640,1,1970361
15070,175,640,1,1970385
15071,843,885,1,1970388
15072,260,174,1,1970402
15073,605,830,1,1970436
15074,260,704,1,1970443
15075,738,713,1,1970456
15076,830,605,1,1970485
15077,640,617,1,1970495
15078,260,103,1,1970512
15079,640,175,1,1970526
15080,605,830,1,1970528
15081,871,640,1,1970528
15082,400,713,1,1970571
15083,260,174,1,1970578
15084,175,640,1,1970581
15085,830,605,1,1970585
15086,400,626,1,1970646
15087,884,297,1,1970670
15088,678,212,1,1970683
15089,209,713,1,1970685
15090,475,770,1,1970710
15091,605,830,1,1970733
15092,830,605,1,1970787
15093,400,323,1,1970818
15094,242,451,1,1970829
