idx,u,i,f,ts
19086,913,795,-1,2077094
19087,321,784,-1,2077127
19088,681,758,-1,2077162
19089,758,103,-1,2077220
19090,765,830,-1,2077442
19091,928,191,-1,2078618
19092,495,498,-1,2078646
19093,473,620,1,2078817
19094,866,834,-1,2079371
19095,400,392,-1,2080186
19096,454,456,-1,2080706
19097,350,872,-1,2081595
19098,830,605,-1,2081737
19099,29,823,-1,2081804
19100,592,34,-1,2082588
19101,131,439,-1,2083215
19102,260,174,-1,2083498
19103,607,728,-1,2083697
19104,758,728,-1,2084405
19105,194,283,1,2085010
19106,44,189,-1,2085735
19107,638,51,1,2085796
19108,68,323,-1,2086119
19109,103,920,-1,2086151
19110,913,51,-1,2086427
19111,74,607,-1,2086814
19112,903,933,1,2086838
19113,903,679,1,2086876
19114,830,454,1,2087302
19115,525,51,-1,2087377
19116,830,924,1,2087530
19117,857,72,1,2087542
19118,67,475,-1,2087552
19119,184,928,1,2087717
19120,194,679,-1,2087793
19121,32,375,1,2087821
19122,32,375,1,2087857
19123,174,679,1,2087892
19124,928,184,1,2087925
19125,41,901,1,2087971
19126,484,770,1,2088031
19127,32,940,1,2088048
19128,392,739,-1,2088146
19129,635,74,-1,2088279
19130,809,573,1,2088391
19131,599,41,1,2088396
19132,194,884,-1,2088460
19133,599,41,1,2088883
19134,765,568,1,2089001
19135,599,41,1,2089111
19136,852,704,-1,2089816
19137,621,774,1,2089863
19138,393,263,1,2089883
19139,621,774,1,2089886
19140,621,686,1,2089985
19141,626,738,1,2090027
19142,944,393,1,2090035
19143,462,675,1,2090094
19144,949,27,1,2090509
19145,913,814,1,2090578
19146,454,797,-1,2090611
19147,913,797,1,2090611
19148,913,51,1,2090641
19149,72,857,1,2090642
19150,913,41,1,2090654
19151,913,242,1,2090692
19152,913,884,1,2090786
19153,915,901,1,2090879
19154,474,679,1,2090881
19155,830,913,1,2090951
19156,913,830,1,2090995
19157,199,445,1,2091065
19158,462,913,1,2091072
19159,474,847,1,2091080
19160,400,396,1,2091110
19161,913,462,1,2091150
19162,708,834,1,2091153
19163,915,928,1,2091200
19164,654,762,-1,2091350
19165,462,913,1,2091362
19166,915,393,1,2091404
19167,949,199,1,2091416
19168,913,462,1,2091568
19169,400,823,1,2091636
19170,462,913,1,2091740
19171,679,393,-1,2091747
19172,400,517,1,2091858
19173,687,376,-1,2091871
19174,679,903,1,2091937
19175,727,638,1,2092089
19176,679,474,1,2092160
19177,679,404,1,2092291
19178,400,819,1,2092342
19179,194,296,-1,2092349
19180,915,654,1,2092358
19181,400,639,1,2092527
19182,586,183,-1,2092540
19183,27,949,1,2092652
19184,27,184,1,2092676
19185,638,940,-1,2092816
19186,260,704,-1,2092829
19187,57,802,-1,2092998
19188,770,484,1,2093014
19189,913,462,1,2093087
19190,189,712,-1,2093122
19191,770,173,1,2093159
19192,372,835,-1,2093408
19193,915,437,1,2093472
19194,915,886,1,2093523
19195,625,437,-1,2093539
19196,400,676,1,2093548
19197,296,194,1,2093560
19198,224,873,1,2093595
19199,296,445,1,2093641
19200,712,758,-1,2093654
19201,915,862,1,2093658
19202,400,673,1,2093714
19203,620,473,1,2093787
19204,913,950,1,2093808
19205,915,841,1,2093818
19206,874,254,-1,2093825
19207,913,638,1,2093866
19208,913,548,1,2093962
19209,400,700,1,2093999
19210,638,913,1,2094006
19211,638,913,1,2094033
19212,321,754,-1,2094155
19213,781,233,1,2094199
19214,915,823,1,2094212
19215,474,679,1,2094255
19216,734,617,1,2094306
19217,915,901,1,2094307
19218,103,712,-1,2094352
19219,283,194,1,2094445
19220,738,654,-1,2094561
19221,226,765,-1,2094770
19222,620,473,-1,2095193
19223,536,372,-1,2095197
19224,97,687,-1,2095201
19225,254,408,1,2095304
19226,254,874,1,2095355
19227,254,308,1,2095368
19228,462,913,1,2095449
19229,951,474,1,2095682
19230,338,454,-1,2095792
19231,928,915,1,2096055
19232,254,308,-1,2096260
19233,830,765,-1,2096407
19234,220,678,-1,2096486
19235,765,362,-1,2096524
19236,683,400,-1,2096675
19237,841,103,-1,2096789
19238,733,626,-1,2097026
19239,768,801,1,2097095
19240,474,74,-1,2097449
19241,437,625,1,2097625
19242,474,951,1,2097667
19243,9,343,-1,2097835
19244,194,283,-1,2097896
19245,942,646,-1,2097993
19246,915,928,1,2098070
19247,194,913,-1,2098076
19248,599,68,1,2098158
19249,68,173,1,2098180
19250,68,599,1,2098210
19251,599,68,1,2098346
19252,495,181,-1,2098396
19253,68,599,1,2098511
19254,70,400,1,2098516
19255,679,949,1,2098562
19256,599,68,1,2098620
19257,873,770,-1,2098733
19258,68,599,1,2098795
19259,599,68,1,2098927
19260,68,599,1,2098982
19261,36,834,1,2099012
19262,36,940,1,2099054
19263,242,913,1,2099068
19264,599,68,1,2099127
19265,586,308,1,2099140
19266,68,599,1,2099171
19267,678,475,-1,2099188
19268,103,605,-1,2099256
19269,68,375,1,2099298
19270,599,68,1,2099340
19271,586,538,1,2099410
19272,431,323,-1,2099411
19273,308,586,1,2099428
19274,68,599,1,2099435
19275,599,68,1,2099660
19276,68,599,1,2099797
19277,884,913,1,2099885
19278,942,72,1,2099923
19279,599,68,1,2099925
19280,711,547,-1,2099990
19281,68,599,1,2100037
19282,599,68,1,2100206
19283,189,712,1,2100212
19284,36,189,1,2100265
19285,68,599,1,2100381
19286,599,68,1,2100464
19287,68,599,1,2100487
19288,830,549,1,2100498
19289,355,194,1,2100751
19290,599,68,1,2100767
19291,68,599,1,2100891
19292,355,296,1,2100935
19293,355,316,1,2100963
19294,942,454,1,2101015
19295,189,579,1,2101153
19296,492,835,-1,2101239
19297,599,68,1,2101243
19298,189,868,1,2101270
19299,68,599,1,2101347
19300,103,853,1,2101394
19301,372,103,-1,2101407
19302,283,853,1,2101410
19303,189,862,1,2101447
19304,189,735,1,2101472
19305,189,735,1,2101476
19306,189,735,1,2101482
19307,676,400,1,2101532
19308,103,52,1,2101552
19309,392,514,-1,2101598
19310,913,194,-1,2101608
19311,103,599,1,2101611
19312,599,68,1,2101669
19313,599,103,1,2101684
19314,189,682,1,2101689
19315,189,802,1,2101907
19316,68,599,1,2101924
19317,103,599,1,2101986
19318,103,831,1,2102009
19319,128,542,-1,2102047
19320,830,952,1,2102075
19321,599,68,1,2102241
19322,953,265,1,2102247
19323,220,103,1,2102250
19324,599,103,1,2102264
19325,68,599,1,2102312
19326,953,85,1,2102363
19327,103,599,1,2102398
19328,953,954,1,2102405
19329,950,913,1,2102531
19330,599,103,1,2102556
19331,950,260,1,2102567
19332,599,68,1,2102646
19333,103,599,1,2102714
19334,68,599,1,2102721
19335,654,915,1,2102818
19336,183,289,1,2102844
19337,128,715,1,2102896
19338,952,830,1,2102919
19339,183,769,1,2102922
19340,599,68,1,2103058
19341,599,103,1,2103069
19342,498,823,-1,2103101
19343,103,599,1,2103424
19344,654,620,1,2103449
19345,679,903,-1,2103851
19346,498,194,1,2103887
19347,654,632,1,2103974
19348,68,599,1,2104155
19349,338,454,1,2104176
19350,950,429,1,2104307
19351,103,306,1,2104319
19352,590,835,1,2104344
19353,621,719,-1,2104347
19354,950,517,1,2104363
19355,632,654,1,2104386
19356,950,588,1,2104409
19357,599,68,1,2104464
19358,103,886,1,2104490
19359,725,928,1,2104514
19360,654,632,1,2104571
19361,68,599,1,2104635
19362,473,620,1,2104700
19363,632,654,1,2104725
19364,97,542,-1,2104781
19365,498,389,1,2104861
19366,949,679,1,2104911
19367,679,308,-1,2104922
19368,599,68,1,2104943
19369,654,632,1,2104952
19370,103,598,1,2105043
19371,103,929,1,2105073
19372,509,513,1,2105144
19373,509,272,1,2105169
19374,212,439,1,2105191
19375,632,654,1,2105237
19376,942,42,1,2105260
19377,42,339,1,2105272
19378,738,626,1,2105290
19379,42,573,1,2105333
19380,68,599,1,2105334
19381,212,765,1,2105374
19382,42,445,1,2105395
19383,573,42,1,2105426
19384,42,922,1,2105430
19385,586,308,1,2105454
19386,42,41,1,2105522
19387,586,952,1,2105614
19388,599,68,1,2105623
19389,68,599,1,2105655
19390,42,72,1,2105678
19391,212,678,-1,2105826
19392,72,42,1,2105869
19393,42,194,1,2105954
19394,599,68,1,2105971
19395,42,738,1,2106012
19396,68,599,1,2106098
19397,42,632,1,2106166
19398,42,955,1,2106220
19399,42,291,1,2106244
19400,168,400,1,2106270
19401,103,841,1,2106280
19402,168,834,1,2106301
19403,42,353,1,2106339
19404,103,799,1,2106351
19405,42,767,1,2106452
19406,525,51,-1,2106470
19407,42,263,1,2106503
19408,289,183,1,2106518
19409,289,835,1,2106557
19410,42,600,1,2106609
19411,841,915,1,2106624
19412,212,678,1,2106627
19413,835,289,1,2106733
19414,263,42,1,2106734
19415,42,263,1,2106832
19416,758,719,-1,2106852
19417,599,68,1,2106893
19418,263,42,1,2106963
19419,42,952,1,2106977
19420,68,599,1,2107005
19421,42,132,1,2107036
19422,481,769,1,2107049
19423,103,63,1,2107078
19424,42,302,1,2107099
19425,498,686,1,2107145
19426,103,917,1,2107174
19427,498,823,1,2107175
19428,302,42,1,2107189
19429,481,768,1,2107192
19430,768,393,1,2107416
19431,768,481,1,2107437
19432,777,317,1,2107437
19433,777,59,1,2107560
19434,728,323,-1,2107603
19435,704,901,1,2107642
19436,103,525,1,2107700
19437,599,68,1,2107703
19438,770,605,-1,2107742
19439,263,393,1,2107770
19440,103,525,1,2107833
19441,68,599,1,2107988
19442,404,679,1,2108008
19443,853,283,1,2108054
19444,103,525,1,2108054
19445,393,263,1,2108068
19446,103,525,1,2108080
19447,103,525,1,2108116
19448,853,103,1,2108129
19449,103,525,1,2108139
19450,103,525,1,2108195
19451,103,525,1,2108223
19452,289,835,1,2108255
19453,599,68,1,2108266
19454,393,263,1,2108308
19455,41,42,1,2108341
19456,41,603,-1,2108368
19457,68,599,1,2108396
19458,41,913,1,2108421
19459,103,525,1,2108428
19460,103,525,1,2108461
19461,103,525,1,2108505
19462,103,525,1,2108557
19463,103,853,1,2108628
19464,103,525,1,2108693
19465,103,525,1,2108735
19466,183,289,1,2108773
19467,9,683,-1,2108802
19468,183,956,1,2108819
19469,599,68,1,2108823
19470,103,525,1,2108877
19471,103,525,1,2108923
19472,103,525,1,2108979
19473,68,599,1,2109019
19474,103,538,-1,2109052
19475,103,525,1,2109077
19476,103,525,1,2109155
19477,103,525,1,2109236
19478,777,840,1,2109238
19479,103,525,1,2109311
19480,103,525,1,2109362
19481,859,325,1,2109464
19482,103,525,1,2109488
19483,103,799,-1,2109491
19484,599,68,1,2109503
19485,19,525,1,2109525
19486,19,525,1,2109560
19487,859,400,1,2109564
19488,308,586,1,2109599
19489,859,189,1,2109635
19490,68,599,1,2109641
19491,19,654,1,2109734
19492,462,103,-1,2109774
19493,400,70,1,2109835
19494,777,429,1,2109849
19495,400,676,1,2109883
19496,400,168,1,2109914
19497,525,103,1,2109933
19498,19,957,1,2109960
19499,733,502,1,2109993
19500,599,68,1,2109994
19501,733,626,1,2110029
19502,777,721,1,2110094
19503,19,525,1,2110097
19504,103,525,1,2110114
19505,68,599,1,2110119
19506,19,859,1,2110143
19507,400,859,1,2110145
19508,103,525,1,2110147
19509,19,525,1,2110168
19510,19,525,1,2110210
19511,19,525,1,2110278
19512,859,400,1,2110311
19513,97,934,1,2110340
19514,859,644,-1,2110341
19515,97,847,1,2110361
19516,400,859,1,2110374
19517,19,859,1,2110411
19518,19,525,1,2110450
19519,19,525,1,2110464
19520,199,949,1,2110471
19521,36,834,-1,2110522
19522,67,917,1,2110541
19523,733,859,1,2110605
19524,19,924,1,2110640
19525,733,835,1,2110709
19526,599,68,1,2110821
19527,19,598,1,2111002
19528,103,957,1,2111049
19529,777,513,1,2111113
19530,19,711,1,2111165
19531,474,689,-1,2111224
19532,626,738,1,2111464
19533,626,733,1,2111470
19534,68,599,1,2111901
19535,103,345,1,2111991
19536,199,212,1,2112001
19537,952,42,1,2112061
19538,928,915,1,2112199
19539,933,903,1,2112225
19540,52,103,1,2112315
19541,103,52,1,2112391
19542,599,68,1,2112525
19543,189,859,1,2112527
19544,454,830,1,2112580
19545,551,859,1,2112647
19546,51,525,-1,2112674
19547,454,338,1,2112723
19548,189,859,1,2112749
19549,830,454,1,2112756
19550,277,254,1,2112761
19551,952,586,1,2113101
19552,297,283,1,2113148
19553,454,830,1,2113175
19554,681,626,-1,2113211
19555,242,454,1,2113287
19556,525,51,-1,2113302
19557,536,927,-1,2113505
19558,770,454,1,2113574
19559,770,788,1,2113678
19560,958,959,1,2113855
19561,958,959,1,2113865
19562,67,282,1,2113882
19563,958,704,1,2113930
19564,644,378,1,2113972
19565,687,473,1,2114313
19566,687,473,1,2114334
19567,884,928,1,2114366
19568,621,830,1,2114399
19569,687,836,1,2114429
19570,884,556,1,2114527
19571,830,621,1,2114541
19572,621,768,1,2114546
19573,830,454,1,2114632
19574,770,768,1,2114652
19575,924,686,1,2114670
19576,770,960,1,2114704
19577,770,599,1,2114773
19578,103,931,1,2114848
19579,704,958,1,2114880
19580,928,884,1,2114904
19581,768,770,1,2115073
19582,884,928,1,2115142
19583,513,777,1,2115170
19584,770,768,1,2115198
19585,928,884,1,2115478
19586,277,770,1,2115559
19587,884,928,1,2115680
19588,517,400,1,2115815
19589,517,950,1,2115845
19590,34,768,1,2115891
19591,517,950,1,2115926
19592,928,884,1,2116148
19593,72,683,-1,2116198
19594,454,770,1,2116244
19595,454,830,1,2116257
19596,599,770,1,2116291
19597,183,620,-1,2116314
19598,19,654,1,2116348
19599,884,928,1,2116406
19600,770,454,1,2116429
19601,770,599,1,2116448
19602,19,924,1,2116480
19603,950,454,1,2116482
19604,599,770,1,2116494
19605,950,454,1,2116561
19606,454,950,1,2116594
19607,950,454,1,2116644
19608,770,599,1,2116646
19609,454,950,1,2116733
19610,72,768,-1,2116746
19611,950,454,1,2116817
19612,781,721,1,2116902
19613,940,32,1,2116990
19614,923,721,1,2117009
19615,73,617,-1,2117032
19616,830,454,1,2117033
19617,454,950,1,2117106
19618,454,830,1,2117149
19619,950,454,1,2117181
19620,928,884,1,2117184
19621,454,950,1,2117211
19622,859,400,1,2117329
19623,32,940,1,2117335
19624,950,454,1,2117346
19625,859,733,1,2117361
19626,884,928,1,2117404
19627,626,681,1,2117405
19628,19,859,1,2117420
19629,859,551,1,2117428
19630,42,952,1,2117428
19631,376,687,1,2117453
19632,625,437,1,2117460
19633,454,950,1,2117502
19634,42,794,1,2117510
19635,19,859,1,2117532
19636,19,859,1,2117554
19637,626,915,1,2117581
19638,646,474,-1,2117803
19639,19,711,1,2117860
19640,950,454,1,2117866
19641,36,940,1,2117911
19642,454,950,1,2117974
19643,950,454,1,2118013
19644,19,711,1,2118028
19645,36,189,1,2118038
19646,454,950,1,2118058
19647,599,770,1,2118067
19648,928,884,1,2118068
19649,770,599,1,2118155
19650,704,140,1,2118157
19651,19,859,1,2118296
19652,19,711,1,2118334
19653,725,928,1,2118403
19654,425,765,1,2118440
19655,884,928,1,2118615
19656,928,334,1,2118710
19657,679,949,1,2118917
19658,859,626,1,2118961
19659,498,874,1,2118990
19660,765,425,1,2119055
19661,194,498,1,2119059
19662,194,355,1,2119112
19663,194,283,1,2119186
19664,599,770,1,2119220
19665,194,621,1,2119273
19666,599,289,1,2119313
19667,194,42,1,2119328
19668,928,884,1,2119333
19669,194,296,1,2119362
19670,19,654,1,2119403
19671,770,599,1,2119411
19672,289,599,1,2119435
19673,334,928,1,2119444
19674,928,334,1,2119507
19675,19,859,1,2119514
19676,194,621,-1,2119515
19677,334,928,1,2119568
19678,194,928,1,2119597
19679,194,97,1,2119656
19680,928,334,1,2119782
19681,334,928,1,2119829
19682,949,199,1,2119870
19683,626,859,1,2119885
19684,884,928,1,2119916
19685,599,770,1,2119921
19686,334,194,1,2119929
19687,928,334,1,2119931
19688,599,289,1,2119943
19689,88,952,1,2119983
19690,334,928,1,2119991
19691,334,928,1,2119995
19692,770,599,1,2119996
19693,289,599,1,2120020
19694,949,679,1,2120052
19695,928,194,1,2120055
19696,42,961,1,2120070
19697,19,654,1,2120177
19698,928,334,1,2120186
19699,194,334,1,2120237
19700,460,934,1,2120237
19701,725,928,1,2120256
19702,334,928,1,2120283
19703,194,928,1,2120309
19704,334,194,1,2120344
19705,801,768,1,2120358
19706,721,777,1,2120367
19707,721,923,1,2120387
19708,194,334,1,2120418
19709,334,194,1,2120435
19710,599,289,1,2120463
19711,599,770,1,2120492
19712,289,599,1,2120546
19713,770,599,1,2120564
19714,928,334,1,2120590
19715,334,928,1,2120627
19716,599,289,1,2120703
19717,67,460,1,2120704
19718,19,654,1,2120710
19719,19,409,-1,2120727
19720,599,770,1,2120734
19721,67,721,1,2120773
19722,721,781,1,2120784
19723,770,599,1,2120835
19724,800,766,-1,2120844
19725,498,194,1,2120896
19726,67,721,1,2120918
19727,289,599,1,2120937
19728,770,194,1,2121044
19729,679,949,1,2121119
19730,928,334,1,2121120
19731,687,950,1,2121213
19732,194,498,1,2121233
19733,67,679,1,2121259
19734,934,460,1,2121268
19735,194,770,1,2121292
19736,934,460,1,2121296
19737,638,87,-1,2121304
19738,928,194,1,2121313
19739,294,372,-1,2121317
19740,67,928,1,2121321
19741,194,498,1,2121343
19742,546,598,-1,2121372
19743,67,536,1,2121391
19744,679,949,1,2121436
19745,770,194,1,2121481
19746,67,679,1,2121503
19747,498,194,1,2121507
19748,277,194,1,2121513
19749,194,770,1,2121557
19750,194,498,1,2121596
19751,599,770,1,2121610
19752,42,801,1,2121625
19753,928,67,1,2121643
19754,67,679,1,2121653
19755,42,176,1,2121676
19756,194,498,1,2121687
19757,638,939,1,2121701
19758,770,454,-1,2121725
19759,638,520,1,2121725
19760,770,194,1,2121730
19761,67,928,1,2121736
19762,770,599,1,2121767
19763,42,928,1,2121775
19764,63,103,1,2121864
19765,962,616,1,2121873
19766,176,42,1,2121874
19767,962,616,1,2121893
19768,63,242,1,2121922
19769,482,901,1,2121927
19770,242,297,1,2121928
19771,63,963,1,2121964
19772,492,835,1,2121965
19773,928,42,1,2121987
19774,498,194,1,2122021
19775,242,63,1,2122030
19776,680,317,-1,2122147
19777,63,242,1,2122176
19778,814,928,1,2122218
19779,599,770,-1,2122227
19780,103,63,1,2122262
19781,194,498,1,2122265
19782,942,72,1,2122276
19783,830,454,1,2122327
19784,296,355,1,2122331
19785,942,454,1,2122362
19786,296,194,1,2122372
19787,103,525,-1,2122384
19788,277,194,1,2122427
19789,67,679,1,2122437
19790,242,63,1,2122456
19791,599,770,1,2122463
19792,63,103,1,2122467
19793,297,242,1,2122497
19794,63,242,1,2122504
19795,103,63,1,2122523
19796,63,103,1,2122547
19797,770,599,1,2122574
19798,950,687,1,2122600
19799,928,814,1,2122618
19800,498,194,1,2122620
19801,372,605,-1,2122658
19802,103,63,1,2122680
19803,63,103,1,2122722
19804,928,884,1,2122723
19805,132,42,1,2122736
19806,725,928,1,2122744
19807,277,770,1,2122779
19808,277,884,1,2122794
19809,103,63,1,2122825
19810,277,830,1,2122844
19811,32,605,-1,2122876
19812,949,679,1,2122884
19813,103,63,1,2122886
19814,277,271,1,2122899
19815,63,103,1,2122927
19816,63,103,1,2122938
19817,400,832,-1,2122947
19818,679,949,1,2122964
19819,72,942,1,2122976
19820,242,63,1,2122988
19821,63,242,1,2123009
19822,67,679,1,2123044
19823,242,297,1,2123048
19824,586,768,-1,2123051
19825,277,770,1,2123065
19826,242,63,1,2123076
19827,402,400,1,2123080
19828,277,830,1,2123115
19829,63,242,1,2123139
19830,103,72,-1,2123165
19831,276,924,1,2123177
19832,297,242,1,2123223
19833,277,770,1,2123246
19834,766,372,-1,2123254
19835,599,770,1,2123258
19836,242,297,1,2123275
19837,770,599,1,2123283
19838,309,848,-1,2123323
19839,63,949,1,2123359
19840,242,63,1,2123381
19841,324,128,-1,2123404
19842,63,242,1,2123414
19843,851,679,1,2123418
19844,297,242,1,2123440
19845,67,212,1,2123443
19846,277,770,1,2123453
19847,375,32,1,2123487
19848,67,679,1,2123495
19849,851,787,1,2123504
19850,63,193,1,2123512
19851,454,830,1,2123568
19852,924,768,1,2123572
19853,242,297,1,2123580
19854,638,697,-1,2123612
19855,193,63,1,2123635
19856,375,68,1,2123642
19857,949,679,1,2123657
19858,242,63,1,2123667
19859,851,679,1,2123702
19860,193,63,1,2123703
19861,63,242,1,2123706
19862,949,63,1,2123707
19863,103,938,1,2123739
19864,297,242,1,2123748
19865,193,63,1,2123757
19866,63,949,1,2123764
19867,277,770,1,2123781
19868,679,949,1,2123799
19869,103,402,1,2123803
19870,242,297,1,2123830
19871,193,63,1,2123855
19872,242,63,1,2123869
19873,193,63,1,2123882
19874,940,598,1,2123893
19875,830,454,1,2123905
19876,569,949,1,2123918
19877,297,242,1,2123924
19878,644,712,-1,2123974
19879,859,400,-1,2123983
19880,193,302,1,2123987
19881,454,830,1,2123988
19882,242,297,1,2124004
19883,525,51,-1,2124024
19884,193,63,1,2124027
19885,940,536,1,2124050
19886,903,792,-1,2124064
19887,949,63,1,2124071
19888,638,964,1,2124073
19889,277,830,1,2124077
19890,263,132,1,2124101
19891,536,940,1,2124109
19892,297,242,1,2124141
19893,42,928,-1,2124199
19894,277,770,1,2124203
19895,940,536,1,2124252
19896,942,454,1,2124281
19897,569,949,1,2124341
19898,423,675,1,2124341
19899,725,928,1,2124367
19900,402,103,1,2124371
19901,536,940,1,2124380
19902,942,646,1,2124413
19903,242,297,1,2124433
19904,277,770,1,2124460
19905,940,536,1,2124488
19906,103,402,1,2124499
19907,297,242,1,2124523
19908,964,638,1,2124550
19909,242,297,1,2124567
19910,103,617,1,2124595
19911,942,454,1,2124611
19912,277,770,1,2124619
19913,638,964,1,2124646
19914,617,73,1,2124653
19915,536,940,1,2124682
19916,940,536,1,2124713
19917,297,242,1,2124718
19918,454,942,1,2124731
19919,926,941,1,2124735
19920,942,454,1,2124779
19921,926,557,1,2124802
19922,928,94,1,2124828
19923,617,734,1,2124837
19924,454,942,1,2124839
19925,242,297,1,2124840
19926,679,949,1,2124844
19927,303,840,1,2124859
19928,940,454,1,2124918
19929,940,454,1,2124941
19930,926,325,1,2124963
19931,638,964,1,2124984
19932,277,770,1,2124998
19933,940,708,1,2125044
19934,67,679,-1,2125055
19935,454,940,1,2125060
19936,94,928,1,2125063
19937,536,940,1,2125064
19938,708,940,1,2125087
19939,297,242,1,2125091
19940,924,68,1,2125104
19941,242,256,1,2125116
19942,924,68,1,2125119
19943,12,391,-1,2125134
19944,940,454,1,2125186
19945,242,297,1,2125188
19946,940,536,1,2125202
19947,940,708,1,2125220
19948,277,770,1,2125235
19949,840,303,1,2125274
19950,454,940,1,2125287
19951,536,940,1,2125370
19952,719,802,-1,2125410
19953,297,242,1,2125437
19954,498,840,1,2125507
19955,942,454,1,2125539
19956,256,498,1,2125576
19957,687,950,1,2125580
19958,242,297,1,2125631
19959,777,721,1,2125637
19960,928,725,1,2125698
19961,19,654,1,2125753
19962,498,256,1,2125768
19963,400,154,-1,2125782
19964,454,942,1,2125788
19965,97,194,1,2125793
19966,19,924,1,2125908
19967,132,263,1,2125959
19968,277,770,1,2125959
19969,725,928,1,2126031
19970,339,698,-1,2126080
19971,103,840,1,2126083
19972,297,242,1,2126090
19973,103,256,1,2126127
19974,583,557,1,2126266
19975,242,297,1,2126284
19976,297,242,1,2126402
19977,53,250,1,2126524
19978,239,950,1,2126606
19979,263,132,1,2126617
19980,19,711,1,2126639
19981,940,536,1,2126643
19982,239,950,1,2126657
19983,728,617,1,2126670
19984,950,687,1,2126677
19985,378,644,1,2126680
19986,725,840,1,2126740
19987,303,840,1,2126780
19988,734,617,1,2126786
19989,131,734,-1,2126827
19990,950,840,1,2126871
19991,239,950,1,2126875
19992,884,928,1,2126876
19993,536,940,1,2126899
19994,103,599,-1,2126916
19995,728,607,1,2126921
19996,400,166,-1,2126967
19997,498,495,1,2127048
19998,840,725,1,2127082
19999,840,950,1,2127095
20000,950,840,1,2127138
20001,800,765,1,2127220
20002,132,263,1,2127285
20003,599,289,-1,2127304
20004,263,132,1,2127426
20005,19,654,1,2127434
20006,840,536,1,2127528
20007,809,573,1,2127591
20008,940,536,1,2127601
20009,402,103,1,2127655
20010,492,712,-1,2127677
20011,19,654,1,2127686
20012,809,830,1,2127693
20013,244,808,-1,2127694
20014,498,194,-1,2127789
20015,586,244,-1,2127821
20016,520,964,1,2127863
20017,334,840,1,2127884
20018,840,334,1,2127941
20019,725,840,1,2127987
20020,809,884,1,2128025
20021,770,840,1,2128025
20022,953,27,1,2128048
20023,770,256,1,2128065
20024,498,823,-1,2128080
20025,953,588,1,2128083
20026,840,725,1,2128091
20027,953,840,1,2128110
20028,619,194,1,2128162
20029,853,103,1,2128179
20030,619,389,1,2128180
20031,928,965,1,2128184
20032,619,784,1,2128211
20033,619,194,1,2128222
20034,840,352,1,2128238
20035,194,619,1,2128257
20036,809,884,1,2128274
20037,928,884,1,2128278
20038,619,194,1,2128284
20039,928,725,1,2128289
20040,770,277,1,2128295
20041,965,928,1,2128345
20042,619,194,1,2128348
20043,913,462,1,2128354
20044,826,913,1,2128361
20045,619,194,1,2128367
20046,913,242,1,2128377
20047,194,619,1,2128408
20048,334,840,1,2128419
20049,913,884,1,2128422
20050,940,52,1,2128429
20051,619,194,1,2128444
20052,277,770,1,2128472
20053,913,950,1,2128482
20054,913,41,1,2128511
20055,725,840,1,2128516
20056,708,940,1,2128526
20057,194,619,1,2128533
20058,940,151,1,2128542
20059,928,965,1,2128596
20060,573,840,1,2128629
20061,950,913,1,2128630
20062,498,393,1,2128644
20063,940,274,1,2128673
20064,884,913,1,2128689
20065,770,277,1,2128716
20066,966,697,1,2128719
20067,725,928,1,2128719
20068,809,884,1,2128730
20069,913,950,1,2128741
20070,619,194,1,2128747
20071,840,573,1,2128750
20072,809,573,1,2128786
20073,654,346,1,2128816
20074,913,884,1,2128822
20075,586,952,1,2128848
20076,697,966,1,2128851
20077,940,798,1,2128873
20078,950,913,1,2128874
20079,809,777,1,2128885
20080,194,619,1,2128889
20081,654,346,1,2128909
20082,884,928,1,2128913
20083,913,950,1,2128931
20084,94,965,1,2128939
20085,913,830,1,2128948
20086,949,913,1,2128957
20087,27,953,1,2128972
20088,830,454,-1,2128974
20089,94,320,1,2128977
20090,586,654,1,2128988
20091,940,61,1,2129019
20092,884,913,1,2129052
20093,19,711,1,2129052
20094,239,950,1,2129076
20095,586,538,1,2129087
20096,950,913,1,2129089
20097,586,840,1,2129138
20098,940,713,1,2129156
20099,619,194,1,2129166
20100,619,194,1,2129210
20101,966,697,1,2129241
20102,36,250,-1,2129286
20103,840,586,1,2129318
20104,697,966,1,2129319
20105,940,708,1,2129322
20106,940,913,1,2129389
20107,635,597,1,2129441
20108,966,697,1,2129487
20109,913,949,1,2129639
20110,297,337,1,2129661
20111,871,840,1,2129669
20112,654,586,1,2129684
20113,913,884,1,2129707
20114,638,520,1,2129709
20115,686,131,1,2129717
20116,913,950,1,2129729
20117,686,770,1,2129734
20118,913,940,1,2129749
20119,654,586,1,2129752
20120,928,573,1,2129756
20121,686,621,1,2129789
20122,640,784,1,2129806
20123,686,924,1,2129833
20124,830,913,1,2129838
20125,573,928,1,2129867
20126,573,928,1,2129879
20127,12,569,-1,2129887
20128,913,830,1,2129888
20129,41,913,1,2129894
20130,830,277,1,2129904
20131,913,41,1,2129920
20132,949,913,1,2129922
20133,913,949,1,2129939
20134,830,454,1,2129945
20135,770,277,1,2129946
20136,830,913,1,2129950
20137,498,194,1,2129956
20138,830,840,1,2130009
20139,640,638,1,2130022
20140,840,263,1,2130030
20141,282,9,-1,2130033
20142,884,913,1,2130068
20143,263,840,1,2130073
20144,635,719,1,2130155
20145,621,686,1,2130155
20146,41,913,1,2130166
20147,638,640,1,2130240
20148,770,599,-1,2130260
20149,928,573,1,2130293
