idx,u,i,f,ts
14263,3,257,1,1702976
14264,15,734,1,1703059
14265,15,565,1,1703063
14266,443,370,1,1703193
14267,246,676,1,1703259
14268,28,29,-1,1703504
14269,153,597,1,1703562
14270,810,151,1,1703686
14271,238,290,1,1703963
14272,487,490,1,1704457
14273,172,259,1,1704764
14274,15,672,1,1704780
14275,65,417,1,1705078
14276,1,567,1,1705089
14277,442,89,1,1705356
14278,562,801,1,1705511
14279,811,19,1,1705641
14280,318,759,1,1705710
14281,589,238,1,1705814
14282,49,515,1,1705833
14283,241,485,1,1705849
14284,11,220,1,1705926
14285,169,703,1,1705979
14286,182,709,1,1706195
14287,31,473,1,1706307
14288,94,426,1,1706347
14289,14,506,1,1706416
14290,20,24,-1,1706515
14291,26,792,1,1706536
14292,419,725,1,1706743
14293,728,40,1,1707021
14294,15,607,1,1707255
14295,388,574,1,1707344
14296,5,633,1,1707514
14297,132,617,1,1707683
14298,8,559,1,1707692
14299,194,729,1,1707757
14300,11,389,1,1707792
14301,216,310,1,1708019
14302,33,587,1,1708218
14303,18,590,1,1708272
14304,401,163,-1,1708286
14305,127,71,1,1708342
14306,211,196,1,1708394
14307,64,576,1,1708688
14308,252,713,1,1708729
14309,37,453,1,1708753
14310,576,239,1,1708769
14311,281,642,1,1708791
14312,84,55,1,1708888
14313,713,729,1,1708888
14314,416,70,1,1709061
14315,464,529,-1,1709105
14316,2,671,1,1709123
14317,39,562,1,1709140
14318,447,94,1,1709207
14319,179,519,1,1709289
14320,312,491,1,1709343
14321,56,329,1,1709548
14322,331,30,1,1709632
14323,19,740,1,1709654
14324,37,163,1,1709720
14325,4,255,1,1709781
14326,52,270,1,1709838
14327,165,441,1,1709977
14328,4,505,1,1710042
14329,13,532,1,1710067
14330,111,401,1,1710149
14331,71,733,1,1710237
14332,120,356,1,1710276
14333,274,157,1,1710540
14334,74,669,1,1711107
14335,105,232,1,1711230
14336,12,387,1,1711435
14337,278,213,1,1711467
14338,358,679,1,1711977
14339,121,658,1,1711990
14340,124,78,1,1712080
14341,16,688,1,1712128
14342,268,788,1,1712156
14343,9,790,1,1712289
14344,428,774,1,1712291
14345,563,778,1,1712601
14346,387,627,1,1712730
14347,79,791,1,1712737
14348,37,435,1,1712818
14349,85,473,1,1712969
14350,3,354,1,1712984
14351,165,288,1,1713044
14352,86,612,1,1713101
14353,394,407,1,1713119
14354,84,620,1,1713204
14355,45,733,1,1713271
14356,23,785,1,1713298
14357,46,707,1,1713332
14358,106,29,1,1713401
14359,119,761,1,1713451
14360,220,536,1,1713484
14361,280,338,-1,1713491
14362,4,508,1,1713510
14363,400,67,1,1713755
14364,52,49,1,1713928
14365,148,203,1,1713943
14366,46,222,1,1713984
14367,58,31,1,1714030
14368,318,416,1,1714153
14369,68,548,1,1714154
14370,299,301,1,1714213
14371,55,713,1,1714227
14372,140,539,1,1714253
14373,145,639,1,1714272
14374,812,411,1,1714331
14375,135,30,-1,1714431
14376,68,750,1,1714432
14377,0,592,1,1714455
14378,119,146,1,1714542
14379,132,333,1,1714549
14380,469,710,1,1714637
14381,24,383,1,1714667
14382,144,346,1,1714679
14383,267,365,1,1714785
14384,63,116,1,1714823
14385,38,788,1,1714936
14386,19,590,1,1715145
14387,567,801,1,1715249
14388,479,532,1,1715343
14389,813,394,1,1715554
14390,299,240,1,1715599
14391,94,556,1,1715711
14392,149,212,1,1715766
14393,143,501,1,1715857
14394,814,35,1,1715956
14395,415,651,1,1716022
14396,35,247,1,1716032
14397,135,33,1,1716094
14398,48,242,1,1716094
14399,88,450,1,1716218
14400,76,319,1,1716260
14401,89,281,1,1716413
14402,5,129,-1,1716459
14403,537,272,1,1716468
14404,17,237,1,1716530
14405,22,410,1,1716829
14406,815,67,1,1717162
14407,432,589,1,1717232
14408,99,410,1,1717257
14409,6,267,1,1717378
14410,74,310,1,1717404
14411,19,795,1,1717465
14412,51,82,1,1717558
14413,77,183,1,1717778
14414,141,724,1,1717819
14415,62,220,1,1717860
14416,236,70,1,1718022
14417,12,552,1,1718075
14418,80,105,1,1718087
14419,61,31,1,1718296
14420,392,384,1,1718393
14421,13,529,1,1718418
14422,816,173,1,1718504
14423,85,767,1,1718505
14424,3,341,1,1718542
14425,70,727,1,1718564
14426,187,389,1,1718598
14427,620,264,1,1718622
14428,31,408,1,1718629
14429,123,253,1,1718825
14430,80,772,1,1719033
14431,47,798,1,1719093
14432,619,237,1,1719220
14433,49,122,-1,1719388
14434,817,702,1,1719426
14435,818,327,1,1719430
14436,36,693,1,1719462
14437,52,703,1,1719513
14438,63,347,1,1719660
14439,376,362,1,1719677
14440,215,807,1,1719761
14441,42,7,1,1719997
14442,382,94,1,1720035
14443,170,424,1,1720084
14444,195,140,1,1720318
14445,26,795,1,1720437
14446,26,226,1,1720494
14447,613,385,1,1720633
14448,321,483,1,1720635
14449,460,704,1,1720890
14450,200,745,1,1721127
14451,603,455,1,1721233
14452,269,212,1,1721368
14453,819,83,1,1721457
14454,135,548,1,1721640
14455,77,805,1,1721852
14456,412,595,1,1721904
14457,65,696,1,1722003
14458,187,21,1,1722010
14459,658,599,1,1722022
14460,820,35,1,1722135
14461,5,734,1,1722226
14462,172,87,1,1722234
14463,87,370,1,1722433
14464,11,422,1,1722688
14465,325,810,1,1722844
14466,49,772,1,1722878
14467,296,19,1,1722973
14468,44,541,1,1723047
14469,186,576,1,1723071
14470,52,764,1,1723075
14471,590,474,1,1723187
14472,5,708,1,1723212
14473,92,499,1,1723324
14474,501,338,1,1723347
14475,244,591,1,1723432
14476,68,727,1,1723497
14477,166,364,1,1723572
14478,47,241,-1,1723960
14479,94,338,1,1724115
14480,57,87,1,1724127
14481,666,770,1,1724164
14482,232,713,1,1724250
14483,233,363,1,1724406
14484,374,133,1,1724627
14485,112,173,1,1724667
14486,19,761,1,1724799
14487,399,664,1,1725182
14488,729,209,1,1725184
14489,52,473,1,1725370
14490,159,802,1,1725423
14491,55,770,1,1725466
14492,64,189,1,1725566
14493,43,691,1,1725599
14494,244,565,1,1725684
14495,93,750,1,1726004
14496,128,499,1,1726167
14497,249,704,1,1726216
14498,294,574,-1,1726222
14499,9,456,1,1726678
14500,2,570,1,1726812
14501,821,604,1,1726814
14502,822,18,1,1727293
14503,21,223,-1,1727333
14504,191,346,1,1727348
14505,102,76,1,1727394
14506,264,245,1,1727595
14507,7,278,1,1727698
14508,412,797,1,1727832
14509,548,580,1,1727872
14510,19,15,-1,1728072
14511,56,641,1,1728073
14512,241,653,1,1728265
14513,379,820,1,1728536
14514,45,731,1,1728563
14515,73,154,1,1728644
14516,310,555,1,1728651
14517,37,219,1,1728797
14518,116,691,1,1728809
14519,138,484,1,1728841
14520,245,416,1,1728863
14521,205,588,1,1728957
14522,736,127,1,1729078
14523,206,49,1,1729383
14524,482,424,1,1729699
14525,428,387,1,1729909
14526,52,468,1,1729950
14527,561,483,1,1730064
14528,70,574,1,1730211
14529,22,747,1,1730300
14530,363,480,1,1730394
14531,589,692,1,1730443
14532,435,810,1,1730499
14533,167,74,1,1730806
14534,514,2,1,1730870
14535,118,591,1,1731095
14536,20,308,1,1731185
14537,516,263,1,1731205
14538,823,47,1,1731321
14539,245,523,-1,1731572
14540,613,596,1,1731756
14541,390,246,1,1731853
14542,10,591,1,1731975
14543,106,228,-1,1732172
14544,30,786,1,1732327
14545,60,502,1,1732351
14546,39,750,1,1732382
14547,337,687,1,1732392
14548,393,784,1,1732536
14549,69,728,1,1732716
14550,33,509,1,1732899
14551,823,685,1,1732985
14552,116,300,1,1732989
14553,150,746,1,1733019
14554,9,574,1,1733198
14555,150,123,1,1733442
14556,190,349,1,1733448
14557,45,343,1,1733448
14558,513,160,1,1733518
14559,14,666,1,1733563
14560,256,569,1,1733619
14561,824,354,1,1733627
14562,145,168,1,1733643
14563,280,416,1,1733675
14564,116,600,1,1733701
14565,10,419,1,1733704
14566,211,422,1,1733743
14567,257,151,1,1733904
14568,141,370,1,1733925
14569,470,208,1,1734025
14570,145,221,1,1734356
14571,825,356,1,1734409
14572,198,370,1,1734585
14573,106,420,1,1734699
14574,61,777,1,1734706
14575,352,543,1,1734723
14576,23,112,1,1734858
14577,293,1,1,1734905
14578,826,356,1,1734935
14579,34,763,1,1735053
14580,112,776,1,1735129
14581,277,21,1,1735147
14582,102,252,1,1735204
14583,118,796,1,1735321
14584,10,647,1,1735388
14585,128,751,1,1735397
14586,91,731,1,1735422
14587,241,446,1,1735704
14588,278,594,1,1735759
14589,827,41,1,1735773
14590,6,820,1,1735841
14591,371,771,1,1736097
14592,603,527,1,1736248
14593,43,517,1,1736289
14594,52,159,1,1736348
14595,216,709,1,1736454
14596,98,740,1,1736606
14597,61,451,1,1736713
14598,404,701,1,1736920
14599,31,420,1,1737086
14600,72,487,1,1737193
14601,323,690,1,1737195
14602,402,348,1,1737233
14603,828,84,1,1737332
14604,100,438,1,1737465
14605,829,111,1,1737489
14606,75,283,1,1737537
14607,15,613,1,1738050
14608,127,515,1,1738177
14609,18,601,1,1738387
14610,52,489,1,1738618
14611,397,826,1,1738692
14612,7,315,1,1738718
14613,68,136,1,1738721
14614,281,62,1,1738796
14615,33,184,1,1738799
14616,85,232,1,1738799
14617,378,399,1,1738881
14618,210,262,1,1738991
14619,71,381,1,1739088
14620,570,133,-1,1739521
14621,45,627,1,1739591
14622,472,778,1,1739600
14623,5,473,1,1739647
14624,280,264,1,1740162
14625,262,232,1,1740278
14626,68,444,1,1740308
14627,130,151,1,1740336
14628,199,279,1,1740370
14629,109,763,1,1740892
14630,115,126,1,1740992
14631,21,726,1,1741266
14632,150,494,1,1741339
14633,286,589,1,1741422
14634,168,25,1,1741467
14635,10,818,1,1741740
14636,75,215,1,1741948
14637,86,786,1,1741985
14638,88,214,1,1742006
14639,98,223,1,1742344
14640,741,132,1,1742482
14641,26,364,1,1742560
14642,235,163,1,1742641
14643,299,790,1,1742685
14644,132,477,1,1742766
14645,24,806,1,1742837
14646,362,224,1,1743109
14647,123,181,1,1743152
14648,34,769,1,1743162
14649,161,104,1,1743188
14650,6,235,1,1743289
14651,250,786,1,1743307
14652,262,732,1,1743514
14653,431,7,1,1743563
14654,142,599,1,1743574
14655,63,671,1,1743598
14656,38,34,1,1744027
14657,37,457,1,1744157
14658,2,203,1,1744303
14659,35,780,1,1744394
14660,191,551,1,1744451
14661,433,527,1,1744545
14662,38,288,1,1744545
14663,77,650,1,1744601
14664,292,84,1,1744649
14665,22,322,-1,1744759
14666,438,641,1,1745010
14667,65,494,-1,1745032
14668,109,451,1,1745049
14669,17,537,1,1745059
14670,326,658,1,1745122
14671,187,771,1,1745235
14672,526,694,1,1745269
14673,20,432,1,1745349
14674,156,395,1,1745783
14675,141,669,1,1745858
14676,188,303,1,1745871
14677,78,723,1,1746032
14678,75,310,1,1746099
14679,258,708,1,1746210
14680,25,377,1,1746410
14681,120,714,1,1746532
14682,141,228,1,1746567
14683,109,85,-1,1746767
14684,27,297,1,1746879
14685,5,212,1,1746935
14686,248,645,1,1747052
14687,352,202,1,1747076
14688,200,617,1,1747132
14689,96,543,1,1747228
14690,76,210,1,1747264
14691,50,136,1,1747397
14692,135,570,1,1747464
14693,39,823,1,1747498
14694,157,227,1,1747649
14695,473,480,1,1748045
14696,478,307,-1,1748350
14697,402,694,1,1748487
14698,39,711,1,1748685
14699,79,113,-1,1748744
14700,29,609,1,1748805
14701,128,776,1,1748954
14702,162,691,1,1749014
14703,93,354,1,1749423
14704,324,799,1,1749448
14705,13,702,1,1749467
14706,258,130,1,1749501
14707,68,406,1,1749587
14708,99,755,1,1749649
14709,202,415,1,1749795
14710,194,786,1,1749836
14711,6,662,1,1749892
14712,107,305,1,1749967
14713,84,122,-1,1750202
14714,359,591,1,1750214
14715,222,439,1,1750263
14716,46,573,1,1750548
14717,163,742,1,1750609
14718,181,749,1,1750630
14719,0,541,1,1750686
14720,69,318,1,1750829
14721,25,481,1,1750844
14722,81,157,1,1750955
14723,18,361,1,1751061
14724,154,411,1,1751125
14725,45,694,1,1751487
14726,830,101,1,1751522
14727,38,693,1,1751932
14728,702,233,1,1751939
14729,170,264,1,1751990
14730,181,611,1,1751995
14731,57,206,1,1752062
14732,150,357,1,1752179
14733,65,762,1,1752300
14734,56,371,1,1752510
14735,98,679,1,1752540
14736,204,203,1,1752546
14737,12,60,1,1752596
14738,130,223,1,1752835
14739,5,154,1,1752850
14740,269,93,1,1752897
14741,2,150,1,1752905
14742,267,479,1,1752992
14743,540,389,1,1753142
14744,217,227,1,1753209
14745,226,171,1,1753459
14746,73,400,1,1753487
14747,207,473,1,1753538
14748,37,722,1,1753602
14749,357,174,1,1753735
14750,558,209,1,1753743
14751,56,518,1,1753779
14752,105,578,1,1753811
14753,95,401,1,1753980
14754,38,162,-1,1754106
14755,146,442,1,1754204
14756,85,745,1,1754269
14757,4,453,1,1754434
14758,38,764,1,1754464
14759,27,317,1,1754481
14760,61,774,1,1754494
14761,103,788,1,1754534
14762,150,585,1,1754598
14763,136,189,-1,1754731
14764,212,527,1,1754741
14765,75,372,1,1754755
14766,191,287,1,1754881
14767,16,442,1,1754894
14768,321,806,1,1754920
14769,345,687,1,1754925
14770,4,203,1,1755002
14771,123,425,1,1755034
14772,58,790,1,1755195
14773,244,678,1,1755281
14774,77,573,1,1755290
14775,73,503,1,1755686
14776,343,733,1,1755802
14777,52,34,-1,1755839
14778,831,601,1,1755971
14779,832,368,1,1756176
14780,48,506,1,1756281
14781,320,706,1,1756303
14782,599,239,1,1756440
14783,142,787,1,1756473
14784,146,58,1,1756654
14785,275,806,1,1756756
14786,443,729,1,1756947
14787,67,514,1,1757019
14788,550,30,1,1757103
14789,209,399,1,1757238
14790,99,89,1,1757308
14791,149,454,1,1757500
14792,143,311,1,1757558
14793,271,454,1,1757804
14794,833,15,1,1757827
14795,137,772,1,1757866
14796,662,280,1,1758056
14797,46,271,1,1758255
14798,350,521,1,1758435
14799,65,220,1,1758520
14800,126,405,1,1758682
14801,28,332,1,1758829
14802,9,246,1,1758859
14803,7,585,1,1758873
14804,200,690,1,1758890
14805,84,403,1,1758981
14806,329,656,1,1759083
14807,29,228,1,1759327
14808,60,238,1,1759415
14809,75,542,1,1759427
14810,88,338,1,1759493
14811,31,115,1,1759548
14812,34,105,1,1759753
14813,228,399,1,1759773
14814,5,241,1,1760308
14815,0,560,1,1760478
14816,7,339,1,1760544
14817,137,411,-1,1760703
14818,186,391,1,1760751
14819,96,307,1,1760866
14820,166,60,1,1761007
14821,39,413,1,1761024
14822,834,108,1,1761162
14823,266,597,1,1761179
14824,21,760,1,1761359
14825,429,437,1,1761378
14826,14,182,1,1761485
14827,20,347,1,1761532
14828,7,773,1,1761712
14829,44,589,1,1761793
14830,346,415,1,1761794
14831,239,360,1,1761811
14832,835,148,1,1761918
14833,248,719,1,1761956
14834,12,326,-1,1762074
14835,7,310,1,1762112
14836,21,534,1,1762121
14837,57,174,-1,1762261
14838,40,135,1,1762349
14839,383,426,1,1762378
14840,251,678,1,1762457
14841,345,528,1,1762716
14842,63,768,1,1762717
14843,30,347,1,1763112
14844,314,494,1,1763225
14845,35,532,1,1763232
14846,836,2,1,1763326
14847,837,737,1,1763460
14848,433,70,1,1763468
14849,33,302,1,1763541
14850,340,477,1,1763772
14851,16,555,1,1763819
14852,16,384,1,1763968
14853,151,395,1,1764232
14854,279,670,1,1764348
14855,337,613,-1,1764457
14856,59,582,1,1764545
14857,300,118,1,1764548
14858,35,411,1,1764578
14859,188,742,1,1764624
14860,79,365,1,1764625
14861,838,70,1,1764627
14862,160,688,1,1764673
14863,343,831,1,1765099
14864,170,591,1,1765104
14865,90,449,1,1765332
14866,14,444,1,1765488
14867,324,505,1,1765502
14868,141,658,1,1765799
14869,171,209,1,1765977
14870,839,246,1,1766480
14871,840,281,1,1766485
14872,565,572,1,1766663
14873,472,801,1,1766726
14874,841,386,1,1766734
14875,727,17,1,1766755
14876,121,719,1,1766908
14877,17,433,1,1766922
14878,14,606,1,1767215
14879,40,833,1,1767227
14880,24,781,1,1767482
14881,36,591,1,1767663
14882,74,139,1,1767674
14883,7,791,1,1767678
14884,338,42,1,1767902
14885,215,219,1,1768036
14886,116,693,1,1768084
14887,12,483,1,1768343
14888,124,535,1,1768408
14889,214,150,-1,1768456
14890,48,7,1,1768663
14891,84,418,-1,1768718
14892,842,11,1,1768787
14893,492,185,1,1768936
14894,469,808,1,1769182
14895,665,134,1,1769185
14896,255,666,1,1769210
14897,771,606,1,1769619
14898,843,790,1,1769781
14899,97,503,1,1769850
14900,221,172,1,1770131
14901,19,568,1,1770165
14902,98,659,1,1770219
14903,10,84,1,1770310
14904,459,684,1,1770455
14905,263,685,1,1770537
14906,248,799,1,1770560
14907,43,696,1,1770655
14908,183,624,1,1770723
14909,512,200,1,1770841
14910,10,333,1,1770868
14911,75,764,1,1770886
14912,43,128,-1,1770938
14913,163,138,1,1770956
14914,10,807,1,1771279
14915,26,118,1,1771369
14916,320,836,1,1771667
14917,213,615,1,1771860
14918,97,674,1,1771884
14919,231,718,1,1772267
14920,177,836,1,1772297
14921,431,721,1,1772541
14922,83,111,1,1772635
14923,158,415,1,1772651
14924,404,49,1,1772739
14925,626,367,1,1772774
14926,5,168,1,1772841
14927,15,426,-1,1772985
14928,285,222,1,1773055
14929,322,6,1,1773077
14930,134,415,1,1773131
14931,316,795,1,1773183
14932,18,706,1,1773202
14933,443,788,1,1773231
14934,2,262,1,1773496
14935,279,827,1,1773508
14936,425,719,1,1773678
14937,125,104,1,1773905
14938,49,288,-1,1773919
14939,305,241,1,1774040
14940,53,578,1,1774106
14941,156,361,1,1774434
14942,5,414,1,1774535
14943,2,697,1,1774543
14944,102,343,-1,1774574
14945,235,468,1,1774709
14946,844,50,1,1774816
14947,87,609,1,1774924
14948,151,701,1,1775094
14949,185,560,1,1775345
14950,487,356,1,1775501
14951,120,146,1,1775569
14952,179,281,1,1775698
14953,13,147,1,1775787
14954,215,674,1,1775817
14955,2,636,1,1775863
14956,76,667,1,1775866
14957,102,442,1,1775908
14958,32,196,1,1775946
14959,845,222,1,1775965
14960,191,295,1,1775984
14961,106,771,1,1776130
14962,84,88,1,1776181
14963,428,494,-1,1776240
14964,84,293,1,1776325
14965,124,538,1,1776412
14966,688,410,1,1776569
14967,21,301,1,1776569
14968,221,385,1,1776728
14969,444,327,1,1776731
14970,23,802,1,1777383
14971,611,396,1,1777666
14972,22,826,1,1777886
14973,104,398,1,1777888
14974,14,777,1,1777962
14975,555,300,-1,1778057
14976,300,316,1,1778126
14977,172,130,1,1778321
14978,52,410,1,1778476
14979,425,609,1,1778537
14980,494,805,1,1778585
14981,223,495,1,1778634
14982,205,127,1,1778683
14983,86,388,1,1778774
14984,28,510,1,1778896
14985,279,842,1,1779147
14986,229,45,1,1779263
14987,28,373,1,1779563
14988,356,510,1,1779599
14989,582,211,1,1779629
14990,15,152,1,1779810
14991,32,208,1,1779837
14992,71,350,1,1780043
14993,363,400,1,1780071
14994,367,0,1,1780071
14995,135,764,1,1780318
14996,374,635,1,1780318
14997,63,400,1,1780573
14998,846,429,1,1780623
14999,77,57,1,1780831
15000,71,154,1,1780861
15001,1,369,1,1781025
15002,476,233,1,1781025
15003,68,786,1,1781092
15004,15,737,1,1781243
15005,20,279,1,1781341
15006,79,424,1,1781372
15007,2,628,1,1781467
15008,607,639,1,1781502
15009,43,680,1,1781578
15010,26,154,1,1781704
15011,22,736,1,1781938
15012,250,6,1,1782012
15013,847,177,1,1782049
15014,435,593,1,1782089
15015,53,265,1,1782167
15016,443,231,1,1782242
15017,261,812,1,1782290
15018,348,716,1,1782398
15019,55,31,1,1782620
15020,340,552,1,1782655
15021,515,497,1,1782675
15022,848,131,1,1782694
15023,51,820,1,1782772
15024,403,698,1,1782865
15025,384,477,1,1782908
15026,426,494,1,1782914
15027,170,558,1,1782958
15028,26,312,1,1783012
15029,17,118,1,1783097
15030,97,544,1,1783308
15031,26,95,1,1783707
15032,40,638,1,1783732
15033,550,698,1,1783758
15034,849,466,1,1783809
15035,133,515,1,1783839
15036,49,19,-1,1783866
15037,606,824,1,1783879
15038,228,393,1,1784004
15039,26,319,1,1784028
15040,29,419,1,1784060
15041,103,72,-1,1784137
15042,135,632,1,1784332
15043,288,446,1,1784366
15044,345,696,1,1784512
15045,69,517,1,1784560
15046,850,115,1,1784735
15047,654,795,1,1784763
15048,562,355,1,1784885
15049,415,428,1,1784927
15050,39,720,1,1784989
15051,61,536,1,1785176
15052,580,147,1,1785268
15053,36,776,1,1785349
15054,851,759,1,1785553
15055,359,152,1,1785622
15056,64,303,1,1785657
15057,281,131,1,1785713
15058,199,208,1,1785886
15059,68,70,1,1785970
15060,463,540,1,1786095
15061,227,776,1,1786143
15062,69,256,1,1786319
15063,48,375,1,1786661
15064,43,754,1,1786696
15065,852,138,1,1786820
15066,131,484,1,1787151
15067,28,269,1,1787159
15068,102,485,1,1787188
15069,249,546,1,1787207
15070,22,560,1,1787283
15071,181,643,-1,1787286
15072,66,714,1,1787293
15073,365,458,1,1787383
15074,13,682,1,1787397
15075,22,641,1,1787447
15076,115,213,1,1787594
15077,12,842,1,1787698
15078,40,400,1,1787935
15079,151,619,1,1787968
15080,35,381,1,1787983
15081,310,727,1,1788084
15082,24,132,1,1788090
15083,16,671,1,1788173
15084,252,84,1,1788279
15085,49,270,1,1788477
15086,41,651,1,1788647
15087,354,15,1,1788864
15088,339,83,1,1789055
15089,55,294,1,1789086
15090,75,606,1,1789169
15091,321,612,1,1789435
15092,83,314,1,1789475
15093,75,473,1,1789475
15094,40,610,1,1789568
15095,328,491,1,1789608
15096,17,126,1,1789619
15097,230,372,1,1789705
15098,42,839,1,1789713
15099,46,284,1,1789715
15100,29,443,1,1790281
15101,384,479,1,1790319
15102,284,765,1,1790816
15103,38,649,1,1791027
15104,1,61,-1,1791074
15105,61,615,1,1791217
15106,125,757,1,1791221
15107,252,718,1,1791371
15108,76,565,1,1791396
15109,255,642,1,1791411
15110,11,544,1,1791569
15111,137,134,-1,1791585
15112,380,488,1,1791626
15113,575,829,1,1792214
15114,436,118,1,1792475
15115,78,605,1,1792525
15116,27,622,1,1792563
15117,3,49,-1,1792692
15118,101,225,1,1792831
15119,133,503,1,1792832
15120,472,598,1,1792930
15121,10,417,-1,1792934
15122,40,165,1,1792944
15123,30,235,1,1793038
15124,422,329,1,1793176
15125,527,449,1,1793200
15126,2,462,1,1793201
15127,853,38,1,1793295
15128,20,126,-1,1793488
15129,269,756,1,1793509
15130,431,538,1,1793681
15131,40,406,1,1793737
15132,152,318,1,1793753
15133,110,741,1,1793763
15134,406,261,1,1793789
15135,41,395,1,1794057
15136,854,92,1,1794156
15137,818,780,1,1794193
15138,75,12,1,1794197
15139,0,461,1,1794277
15140,82,735,1,1794455
15141,24,563,1,1794487
15142,399,123,1,1794515
15143,321,661,1,1794554
15144,144,123,1,1794572
15145,166,218,1,1794578
15146,407,516,1,1794598
15147,855,93,1,1794734
15148,161,605,-1,1794884
15149,118,810,1,1794884
15150,51,451,1,1794965
15151,23,316,-1,1795073
15152,250,220,1,1795088
15153,175,203,1,1795133
15154,397,306,1,1795136
15155,260,369,1,1795419
15156,203,442,1,1795663
15157,856,160,1,1796043
15158,216,37,1,1796246
15159,467,410,1,1796305
15160,857,214,1,1796309
15161,146,238,1,1796549
15162,16,208,1,1796590
15163,48,271,1,1796656
15164,38,349,1,1796990
15165,136,745,1,1797044
15166,55,576,1,1797276
15167,16,45,-1,1797356
15168,213,818,1,1797383
15169,858,100,1,1797512
15170,17,268,1,1797605
15171,33,29,1,1797905
15172,859,425,1,1797943
15173,285,479,1,1798019
15174,153,90,1,1798210
15175,116,725,1,1798254
15176,3,573,1,1798359
15177,252,230,1,1798508
15178,324,258,1,1798541
15179,20,192,-1,1798638
15180,16,706,1,1798648
15181,92,347,1,1798686
15182,165,371,1,1798704
15183,276,840,1,1798758
15184,22,151,-1,1798845
15185,161,265,1,1798923
15186,30,473,-1,1799006
15187,860,127,1,1799276
15188,291,106,1,1799392
15189,39,420,1,1799431
15190,36,706,1,1799695
15191,86,591,1,1799766
15192,125,501,1,1799776
15193,88,438,1,1799849
15194,135,488,1,1799853
15195,122,582,1,1799990
15196,39,808,1,1800078
15197,39,795,1,1800253
15198,63,498,1,1800308
15199,49,610,1,1800565
15200,12,355,1,1800667
15201,41,834,1,1800679
15202,796,24,1,1800999
15203,612,669,1,1801033
15204,147,305,1,1801057
15205,33,806,1,1801073
15206,124,134,1,1801165
15207,35,623,1,1801213
15208,181,696,1,1801253
15209,349,416,1,1801281
15210,20,29,1,1801404
15211,5,77,1,1801414
15212,861,14,1,1801504
15213,183,343,1,1801505
15214,63,0,1,1801832
15215,63,188,1,1802027
15216,285,423,1,1802034
15217,862,658,1,1802345
15218,127,161,1,1802406
15219,294,267,1,1802537
15220,771,618,1,1802613
15221,2,171,-1,1802671
15222,415,538,1,1802740
15223,587,99,1,1802771
15224,336,394,1,1802911
15225,313,844,1,1803156
15226,48,472,1,1803239
15227,248,18,1,1803370
15228,64,644,1,1803472
15229,698,674,1,1803765
15230,179,91,1,1803781
15231,78,73,-1,1803918
15232,42,678,1,1804192
15233,513,390,1,1804201
15234,108,587,1,1804220
15235,83,683,1,1804403
15236,44,463,1,1804622
15237,863,33,1,1804701
15238,6,692,1,1804894
15239,87,46,1,1804914
15240,337,780,1,1804986
15241,100,230,1,1805166
15242,226,58,1,1805184
15243,78,256,-1,1805214
15244,159,450,1,1805235
15245,698,273,1,1805302
15246,489,636,1,1805374
15247,713,106,1,1805446
15248,219,771,1,1805469
15249,243,205,-1,1805669
15250,496,454,1,1805784
15251,188,160,1,1805867
15252,304,501,1,1805870
15253,113,122,1,1805920
15254,20,344,1,1805967
15255,63,638,-1,1806095
15256,17,478,1,1806187
15257,227,210,1,1806281
15258,192,187,1,1806362
15259,270,424,1,1806422
15260,0,601,1,1806540
15261,97,349,1,1806647
15262,90,134,-1,1806818
15263,236,657,1,1807004
15264,235,431,1,1807060
15265,292,35,1,1807122
15266,527,537,1,1807124
15267,73,620,1,1807337
15268,117,356,1,1807362
15269,128,491,1,1807500
15270,413,838,1,1807809
15271,510,606,1,1808014
15272,59,218,1,1808042
15273,583,199,1,1808049
15274,772,420,1,1808092
15275,54,509,1,1808289
15276,8,392,1,1808690
15277,37,502,1,1808711
15278,87,505,1,1808803
15279,214,822,1,1809019
15280,302,360,1,1809022
15281,174,828,1,1809238
15282,426,270,1,1809442
15283,275,531,1,1809446
15284,7,105,-1,1809696
15285,84,266,1,1809707
15286,359,649,1,1809848
15287,52,454,1,1809862
15288,282,358,1,1809903
15289,76,644,1,1810006
15290,348,244,1,1810087
15291,54,454,1,1810194
15292,482,327,1,1810231
15293,208,735,1,1810268
15294,202,260,1,1810443
15295,4,374,1,1810686
15296,46,508,1,1810948
15297,30,663,1,1811074
15298,1,743,1,1811206
15299,54,852,1,1811324
15300,285,626,1,1811503
15301,88,233,1,1811526
15302,203,265,1,1811652
15303,70,27,1,1811733
15304,45,825,1,1811926
15305,354,286,1,1812007
15306,310,494,1,1812223
15307,139,384,1,1812513
15308,864,37,1,1812572
15309,143,413,1,1812661
15310,166,192,1,1812672
15311,263,123,1,1812839
15312,47,616,1,1813053
15313,83,759,1,1813071
15314,139,714,1,1813361
15315,507,831,1,1813468
15316,318,487,1,1813484
15317,41,215,1,1813750
15318,9,823,1,1813868
15319,431,7,-1,1813880
15320,75,740,1,1813905
15321,437,223,1,1813917
15322,32,724,1,1814054
15323,50,30,1,1814312
15324,340,144,1,1814376
15325,91,529,1,1814442
15326,44,546,1,1814751
15327,108,596,1,1814924
15328,100,207,1,1814973
15329,455,404,1,1815433
15330,114,664,1,1815835
15331,98,709,1,1815885
15332,712,808,1,1816295
15333,599,403,1,1816297
